Hemisphere,Month,Year,D-N,DJF,J-D,JJA,MAM,SON,Temperature
Global,Jul,1924,-0.23,-0.17,-0.27,-0.3,-0.19,-0.29,-0.28
Global,Jun,1924,-0.23,-0.17,-0.27,-0.3,-0.19,-0.29,-0.25
Global,Mar,1924,-0.23,-0.17,-0.27,-0.3,-0.19,-0.29,-0.08
Global,May,1924,-0.23,-0.17,-0.27,-0.3,-0.19,-0.29,-0.18
Global,Nov,1924,-0.23,-0.17,-0.27,-0.3,-0.19,-0.29,-0.2
Global,Oct,1924,-0.23,-0.17,-0.27,-0.3,-0.19,-0.29,-0.35
Global,Sep,1924,-0.23,-0.17,-0.27,-0.3,-0.19,-0.29,-0.32
Global,Apr,1925,-0.26,-0.4,-0.22,-0.26,-0.27,-0.1,-0.25
Global,Aug,1925,-0.26,-0.4,-0.22,-0.26,-0.27,-0.1,-0.19
Global,Dec,1925,-0.26,-0.4,-0.22,-0.26,-0.27,-0.1,0.07
Global,Feb,1925,-0.26,-0.4,-0.22,-0.26,-0.27,-0.1,-0.4
Global,Jan,1925,-0.26,-0.4,-0.22,-0.26,-0.27,-0.1,-0.38
Global,Jul,1925,-0.26,-0.4,-0.22,-0.26,-0.27,-0.1,-0.26
Global,Jun,1925,-0.26,-0.4,-0.22,-0.26,-0.27,-0.1,-0.32
Global,Mar,1925,-0.26,-0.4,-0.22,-0.26,-0.27,-0.1,-0.27
Global,May,1925,-0.26,-0.4,-0.22,-0.26,-0.27,-0.1,-0.28
Global,Nov,1925,-0.26,-0.4,-0.22,-0.26,-0.27,-0.1,0.05
Global,Oct,1925,-0.26,-0.4,-0.22,-0.26,-0.27,-0.1,-0.16
Global,Sep,1925,-0.26,-0.4,-0.22,-0.26,-0.27,-0.1,-0.19
Global,Apr,1926,-0.07,0.1,-0.1,-0.22,-0.08,-0.1,-0.12
Global,Aug,1926,-0.07,0.1,-0.1,-0.22,-0.08,-0.1,-0.13
Global,Dec,1926,-0.07,0.1,-0.1,-0.22,-0.08,-0.1,-0.29
Global,Feb,1926,-0.07,0.1,-0.1,-0.22,-0.08,-0.1,0.03
Global,Jan,1926,-0.07,0.1,-0.1,-0.22,-0.08,-0.1,0.21
Global,Jul,1926,-0.07,0.1,-0.1,-0.22,-0.08,-0.1,-0.27
Global,Jun,1926,-0.07,0.1,-0.1,-0.22,-0.08,-0.1,-0.25
Global,Mar,1926,-0.07,0.1,-0.1,-0.22,-0.08,-0.1,0.11
Global,May,1926,-0.07,0.1,-0.1,-0.22,-0.08,-0.1,-0.23
Global,Nov,1926,-0.07,0.1,-0.1,-0.22,-0.08,-0.1,-0.06
Global,Oct,1926,-0.07,0.1,-0.1,-0.22,-0.08,-0.1,-0.11
Global,Sep,1926,-0.07,0.1,-0.1,-0.22,-0.08,-0.1,-0.14
Global,Apr,1927,-0.21,-0.24,-0.21,-0.23,-0.31,-0.06,-0.3
Global,Aug,1927,-0.21,-0.24,-0.21,-0.23,-0.31,-0.06,-0.24
Global,Dec,1927,-0.21,-0.24,-0.21,-0.23,-0.31,-0.06,-0.33
Global,Feb,1927,-0.21,-0.24,-0.21,-0.23,-0.31,-0.06,-0.18
Global,Jan,1927,-0.21,-0.24,-0.21,-0.23,-0.31,-0.06,-0.27
Global,Jul,1927,-0.21,-0.24,-0.21,-0.23,-0.31,-0.06,-0.18
Global,Jun,1927,-0.21,-0.24,-0.21,-0.23,-0.31,-0.06,-0.27
Global,Mar,1927,-0.21,-0.24,-0.21,-0.23,-0.31,-0.06,-0.38
Global,May,1927,-0.21,-0.24,-0.21,-0.23,-0.31,-0.06,-0.25
Global,Nov,1927,-0.21,-0.24,-0.21,-0.23,-0.31,-0.06,-0.05
Global,Oct,1927,-0.21,-0.24,-0.21,-0.23,-0.31,-0.06,-0.01
Global,Sep,1927,-0.21,-0.24,-0.21,-0.23,-0.31,-0.06,-0.12
Global,Apr,1928,-0.21,-0.14,-0.2,-0.26,-0.27,-0.16,-0.27
Global,Aug,1928,-0.21,-0.14,-0.2,-0.26,-0.27,-0.16,-0.22
Global,Dec,1928,-0.21,-0.14,-0.2,-0.26,-0.27,-0.16,-0.16
Global,Feb,1928,-0.21,-0.14,-0.2,-0.26,-0.27,-0.16,-0.09
Global,Jan,1928,-0.21,-0.14,-0.2,-0.26,-0.27,-0.16,-0.01
Global,Jul,1928,-0.21,-0.14,-0.2,-0.26,-0.27,-0.16,-0.19
Global,Jun,1928,-0.21,-0.14,-0.2,-0.26,-0.27,-0.16,-0.38
Global,Mar,1928,-0.21,-0.14,-0.2,-0.26,-0.27,-0.16,-0.25
Global,May,1928,-0.21,-0.14,-0.2,-0.26,-0.27,-0.16,-0.29
Global,Nov,1928,-0.21,-0.14,-0.2,-0.26,-0.27,-0.16,-0.09
Global,Oct,1928,-0.21,-0.14,-0.2,-0.26,-0.27,-0.16,-0.19
Global,Sep,1928,-0.21,-0.14,-0.2,-0.26,-0.27,-0.16,-0.21
Global,Apr,1929,-0.32,-0.39,-0.36,-0.37,-0.37,-0.16,-0.41
Global,Aug,1929,-0.32,-0.39,-0.36,-0.37,-0.37,-0.16,-0.32
Global,Dec,1929,-0.32,-0.39,-0.36,-0.37,-0.37,-0.16,-0.54
Global,Feb,1929,-0.32,-0.39,-0.36,-0.37,-0.37,-0.16,-0.58
Global,Jan,1929,-0.32,-0.39,-0.36,-0.37,-0.37,-0.16,-0.44
Global,Jul,1929,-0.32,-0.39,-0.36,-0.37,-0.37,-0.16,-0.36
Global,Jun,1929,-0.32,-0.39,-0.36,-0.37,-0.37,-0.16,-0.43
Global,Mar,1929,-0.32,-0.39,-0.36,-0.37,-0.37,-0.16,-0.32
Global,May,1929,-0.32,-0.39,-0.36,-0.37,-0.37,-0.16,-0.38
Global,Nov,1929,-0.32,-0.39,-0.36,-0.37,-0.37,-0.16,-0.1
Global,Oct,1929,-0.32,-0.39,-0.36,-0.37,-0.37,-0.16,-0.14
Global,Sep,1929,-0.32,-0.39,-0.36,-0.37,-0.37,-0.16,-0.25
Global,Apr,1930,-0.2,-0.36,-0.16,-0.19,-0.2,-0.03,-0.25
Global,Aug,1930,-0.2,-0.36,-0.16,-0.19,-0.2,-0.03,-0.15
Global,Dec,1930,-0.2,-0.36,-0.16,-0.19,-0.2,-0.03,-0.05
Global,Feb,1930,-0.2,-0.36,-0.16,-0.19,-0.2,-0.03,-0.26
Global,Jan,1930,-0.2,-0.36,-0.16,-0.19,-0.2,-0.03,-0.29
Global,Jul,1930,-0.2,-0.36,-0.16,-0.19,-0.2,-0.03,-0.21
Global,Jun,1930,-0.2,-0.36,-0.16,-0.19,-0.2,-0.03,-0.22
Global,Mar,1930,-0.2,-0.36,-0.16,-0.19,-0.2,-0.03,-0.1
Global,May,1930,-0.2,-0.36,-0.16,-0.19,-0.2,-0.03,-0.24
Global,Nov,1930,-0.2,-0.36,-0.16,-0.19,-0.2,-0.03,0.18
Global,Oct,1930,-0.2,-0.36,-0.16,-0.19,-0.2,-0.03,-0.12
Global,Sep,1930,-0.2,-0.36,-0.16,-0.19,-0.2,-0.03,-0.15
Global,Apr,1931,-0.09,-0.12,-0.09,-0.05,-0.17,-0.02,-0.23
Global,Aug,1931,-0.09,-0.12,-0.09,-0.05,-0.17,-0.02,-0.04
Global,Dec,1931,-0.09,-0.12,-0.09,-0.05,-0.17,-0.02,-0.05
Global,Feb,1931,-0.09,-0.12,-0.09,-0.05,-0.17,-0.02,-0.21
Global,Jan,1931,-0.09,-0.12,-0.09,-0.05,-0.17,-0.02,-0.1
Global,Jul,1931,-0.09,-0.12,-0.09,-0.05,-0.17,-0.02,-0.03
Global,Jun,1931,-0.09,-0.12,-0.09,-0.05,-0.17,-0.02,-0.08
Global,Mar,1931,-0.09,-0.12,-0.09,-0.05,-0.17,-0.02,-0.1
Global,May,1931,-0.09,-0.12,-0.09,-0.05,-0.17,-0.02,-0.19
Global,Nov,1931,-0.09,-0.12,-0.09,-0.05,-0.17,-0.02,-0.05
Global,Oct,1931,-0.09,-0.12,-0.09,-0.05,-0.17,-0.02,0.05
Global,Sep,1931,-0.09,-0.12,-0.09,-0.05,-0.17,-0.02,-0.07
Global,Apr,1932,-0.14,-0.02,-0.16,-0.25,-0.14,-0.16,-0.06
Global,Aug,1932,-0.14,-0.02,-0.16,-0.25,-0.14,-0.16,-0.22
Global,Dec,1932,-0.14,-0.02,-0.16,-0.25,-0.14,-0.16,-0.26
Global,Feb,1932,-0.14,-0.02,-0.16,-0.25,-0.14,-0.16,-0.17
Global,Jan,1932,-0.14,-0.02,-0.16,-0.25,-0.14,-0.16,0.15
Global,Jul,1932,-0.14,-0.02,-0.16,-0.25,-0.14,-0.16,-0.25
Global,Jun,1932,-0.14,-0.02,-0.16,-0.25,-0.14,-0.16,-0.29
Global,Mar,1932,-0.14,-0.02,-0.16,-0.25,-0.14,-0.16,-0.18
Global,May,1932,-0.14,-0.02,-0.16,-0.25,-0.14,-0.16,-0.17
Global,Nov,1932,-0.14,-0.02,-0.16,-0.25,-0.14,-0.16,-0.27
Global,Oct,1932,-0.14,-0.02,-0.16,-0.25,-0.14,-0.16,-0.09
Global,Sep,1932,-0.14,-0.02,-0.16,-0.25,-0.14,-0.16,-0.11
Global,Apr,1933,-0.27,-0.26,-0.29,-0.26,-0.27,-0.28,-0.24
Global,Aug,1933,-0.27,-0.26,-0.29,-0.26,-0.27,-0.28,-0.24
Global,Dec,1933,-0.27,-0.26,-0.29,-0.26,-0.27,-0.28,-0.44
Global,Feb,1933,-0.27,-0.26,-0.29,-0.26,-0.27,-0.28,-0.29
Global,Jan,1933,-0.27,-0.26,-0.29,-0.26,-0.27,-0.28,-0.23
Global,Jul,1933,-0.27,-0.26,-0.29,-0.26,-0.27,-0.28,-0.21
Global,Jun,1933,-0.27,-0.26,-0.29,-0.26,-0.27,-0.28,-0.34
Global,Mar,1933,-0.27,-0.26,-0.29,-0.26,-0.27,-0.28,-0.3
Global,May,1933,-0.27,-0.26,-0.29,-0.26,-0.27,-0.28,-0.29
Global,Nov,1933,-0.27,-0.26,-0.29,-0.26,-0.27,-0.28,-0.31
Global,Oct,1933,-0.27,-0.26,-0.29,-0.26,-0.27,-0.28,-0.25
Global,Sep,1933,-0.27,-0.26,-0.29,-0.26,-0.27,-0.28,-0.29
Global,Apr,1934,-0.16,-0.23,-0.12,-0.12,-0.23,-0.06,-0.3
Global,Aug,1934,-0.16,-0.23,-0.12,-0.12,-0.23,-0.06,-0.12
Global,Dec,1934,-0.16,-0.23,-0.12,-0.12,-0.23,-0.06,-0.02
Global,Feb,1934,-0.16,-0.23,-0.12,-0.12,-0.23,-0.06,-0.02
Global,Jan,1934,-0.16,-0.23,-0.12,-0.12,-0.23,-0.06,-0.21
Global,Jul,1934,-0.16,-0.23,-0.12,-0.12,-0.23,-0.06,-0.1
Global,Jun,1934,-0.16,-0.23,-0.12,-0.12,-0.23,-0.06,-0.14
Global,Mar,1934,-0.16,-0.23,-0.12,-0.12,-0.23,-0.06,-0.29
Global,May,1934,-0.16,-0.23,-0.12,-0.12,-0.23,-0.06,-0.09
Global,Nov,1934,-0.16,-0.23,-0.12,-0.12,-0.23,-0.06,0.04
Global,Oct,1934,-0.16,-0.23,-0.12,-0.12,-0.23,-0.06,-0.07
Global,Sep,1934,-0.16,-0.23,-0.12,-0.12,-0.23,-0.06,-0.15
Global,Apr,1935,-0.19,-0.07,-0.2,-0.23,-0.26,-0.18,-0.36
Global,Aug,1935,-0.19,-0.07,-0.2,-0.23,-0.26,-0.18,-0.21
Global,Dec,1935,-0.19,-0.07,-0.2,-0.23,-0.26,-0.18,-0.17
Global,Feb,1935,-0.19,-0.07,-0.2,-0.23,-0.26,-0.18,0.14
Global,Jan,1935,-0.19,-0.07,-0.2,-0.23,-0.26,-0.18,-0.33
Global,Jul,1935,-0.19,-0.07,-0.2,-0.23,-0.26,-0.18,-0.21
Global,Jun,1935,-0.19,-0.07,-0.2,-0.23,-0.26,-0.18,-0.27
Global,Mar,1935,-0.19,-0.07,-0.2,-0.23,-0.26,-0.18,-0.14
Global,May,1935,-0.19,-0.07,-0.2,-0.23,-0.26,-0.18,-0.29
Global,Nov,1935,-0.19,-0.07,-0.2,-0.23,-0.26,-0.18,-0.26
Global,Oct,1935,-0.19,-0.07,-0.2,-0.23,-0.26,-0.18,-0.06
Global,Sep,1935,-0.19,-0.07,-0.2,-0.23,-0.26,-0.18,-0.21
Global,Apr,1936,-0.16,-0.27,-0.15,-0.15,-0.19,-0.03,-0.2
Global,Aug,1936,-0.16,-0.27,-0.15,-0.15,-0.19,-0.03,-0.13
Global,Dec,1936,-0.16,-0.27,-0.15,-0.15,-0.19,-0.03,-0.01
Global,Feb,1936,-0.16,-0.27,-0.15,-0.15,-0.19,-0.03,-0.38
Global,Jan,1936,-0.16,-0.27,-0.15,-0.15,-0.19,-0.03,-0.27
Global,Jul,1936,-0.16,-0.27,-0.15,-0.15,-0.19,-0.03,-0.1
Global,Jun,1936,-0.16,-0.27,-0.15,-0.15,-0.19,-0.03,-0.21
Global,Mar,1936,-0.16,-0.27,-0.15,-0.15,-0.19,-0.03,-0.21
Global,May,1936,-0.16,-0.27,-0.15,-0.15,-0.19,-0.03,-0.16
Global,Nov,1936,-0.16,-0.27,-0.15,-0.15,-0.19,-0.03,0.01
Global,Oct,1936,-0.16,-0.27,-0.15,-0.15,-0.19,-0.03,-0.03
Global,Sep,1936,-0.16,-0.27,-0.15,-0.15,-0.19,-0.03,-0.09
Global,Apr,1937,-0.02,-0.01,-0.03,-0.02,-0.13,0.09,-0.15
Global,Aug,1937,-0.02,-0.01,-0.03,-0.02,-0.13,0.09,0.02
Global,Dec,1937,-0.02,-0.01,-0.03,-0.02,-0.13,0.09,-0.07
Global,Feb,1937,-0.02,-0.01,-0.03,-0.02,-0.13,0.09,0.03
Global,Jan,1937,-0.02,-0.01,-0.03,-0.02,-0.13,0.09,-0.07
Global,Jul,1937,-0.02,-0.01,-0.03,-0.02,-0.13,0.09,-0.03
Global,Jun,1937,-0.02,-0.01,-0.03,-0.02,-0.13,0.09,-0.05
Global,Mar,1937,-0.02,-0.01,-0.03,-0.02,-0.13,0.09,-0.2
Global,May,1937,-0.02,-0.01,-0.03,-0.02,-0.13,0.09,-0.05
Global,Nov,1937,-0.02,-0.01,-0.03,-0.02,-0.13,0.09,0.08
Global,Oct,1937,-0.02,-0.01,-0.03,-0.02,-0.13,0.09,0.09
Global,Sep,1937,-0.02,-0.01,-0.03,-0.02,-0.13,0.09,0.09
Global,Apr,1938,0,0.02,0,-0.1,0.02,0.08,0.06
Global,Aug,1938,0,0.02,0,-0.1,0.02,0.08,-0.05
Global,Dec,1938,0,0.02,0,-0.1,0.02,0.08,-0.12
Global,Feb,1938,0,0.02,0,-0.1,0.02,0.08,0.03
Global,Jan,1938,0,0.02,0,-0.1,0.02,0.08,0.08
Global,Jul,1938,0,0.02,0,-0.1,0.02,0.08,-0.09
Global,Jun,1938,0,0.02,0,-0.1,0.02,0.08,-0.17
Global,Mar,1938,0,0.02,0,-0.1,0.02,0.08,0.09
Global,May,1938,0,0.02,0,-0.1,0.02,0.08,-0.09
Global,Nov,1938,0,0.02,0,-0.1,0.02,0.08,0.08
Global,Oct,1938,0,0.02,0,-0.1,0.02,0.08,0.15
Global,Sep,1938,0,0.02,0,-0.1,0.02,0.08,0
Global,Apr,1939,-0.06,-0.08,-0.02,-0.06,-0.1,-0.01,-0.09
Global,Aug,1939,-0.06,-0.08,-0.02,-0.06,-0.1,-0.01,-0.06
Global,Dec,1939,-0.06,-0.08,-0.02,-0.06,-0.1,-0.01,0.44
Global,Feb,1939,-0.06,-0.08,-0.02,-0.06,-0.1,-0.01,-0.07
Global,Jan,1939,-0.06,-0.08,-0.02,-0.06,-0.1,-0.01,-0.05
Global,Jul,1939,-0.06,-0.08,-0.02,-0.06,-0.1,-0.01,-0.06
Global,Jun,1939,-0.06,-0.08,-0.02,-0.06,-0.1,-0.01,-0.07
Global,Mar,1939,-0.06,-0.08,-0.02,-0.06,-0.1,-0.01,-0.18
Global,May,1939,-0.06,-0.08,-0.02,-0.06,-0.1,-0.01,-0.04
Global,Nov,1939,-0.06,-0.08,-0.02,-0.06,-0.1,-0.01,0.07
Global,Oct,1939,-0.06,-0.08,-0.02,-0.06,-0.1,-0.01,-0.04
Global,Sep,1939,-0.06,-0.08,-0.02,-0.06,-0.1,-0.01,-0.07
Global,Apr,1940,0.14,0.17,0.13,0.1,0.13,0.14,0.17
Global,Aug,1940,0.14,0.17,0.13,0.1,0.13,0.14,0.07
Global,Dec,1940,0.14,0.17,0.13,0.1,0.13,0.14,0.32
Global,Feb,1940,0.14,0.17,0.13,0.1,0.13,0.14,0.08
Global,Jan,1940,0.14,0.17,0.13,0.1,0.13,0.14,0
Global,Jul,1940,0.14,0.17,0.13,0.1,0.13,0.14,0.12
Global,Jun,1940,0.14,0.17,0.13,0.1,0.13,0.14,0.11
Global,Mar,1940,0.14,0.17,0.13,0.1,0.13,0.14,0.09
Global,May,1940,0.14,0.17,0.13,0.1,0.13,0.14,0.11
Global,Nov,1940,0.14,0.17,0.13,0.1,0.13,0.14,0.17
Global,Oct,1940,0.14,0.17,0.13,0.1,0.13,0.14,0.11
Global,Sep,1940,0.14,0.17,0.13,0.1,0.13,0.14,0.15
Global,Apr,1941,0.19,0.27,0.18,0.16,0.14,0.2,0.16
Global,Aug,1941,0.19,0.27,0.18,0.16,0.14,0.2,0.15
Global,Dec,1941,0.19,0.27,0.18,0.16,0.14,0.2,0.21
Global,Feb,1941,0.19,0.27,0.18,0.16,0.14,0.2,0.31
Global,Jan,1941,0.19,0.27,0.18,0.16,0.14,0.2,0.18
Global,Jul,1941,0.19,0.27,0.18,0.16,0.14,0.2,0.22
Global,Jun,1941,0.19,0.27,0.18,0.16,0.14,0.2,0.13
Global,Mar,1941,0.19,0.27,0.18,0.16,0.14,0.2,0.1
Global,May,1941,0.19,0.27,0.18,0.16,0.14,0.2,0.17
Global,Nov,1941,0.19,0.27,0.18,0.16,0.14,0.2,0.22
Global,Oct,1941,0.19,0.27,0.18,0.16,0.14,0.2,0.35
Global,Sep,1941,0.19,0.27,0.18,0.16,0.14,0.2,0.02
Global,Apr,1942,0.07,0.18,0.07,0,0.08,0.03,0.09
Global,Aug,1942,0.07,0.18,0.07,0,0.08,0.03,-0.04
Global,Dec,1942,0.07,0.18,0.07,0,0.08,0.03,0.13
Global,Feb,1942,0.07,0.18,0.07,0,0.08,0.03,0.02
Global,Jan,1942,0.07,0.18,0.07,0,0.08,0.03,0.29
Global,Jul,1942,0.07,0.18,0.07,0,0.08,0.03,0
Global,Jun,1942,0.07,0.18,0.07,0,0.08,0.03,0.05
Global,Mar,1942,0.07,0.18,0.07,0,0.08,0.03,0.05
Global,May,1942,0.07,0.18,0.07,0,0.08,0.03,0.11
Global,Nov,1942,0.07,0.18,0.07,0,0.08,0.03,0.1
Global,Oct,1942,0.07,0.18,0.07,0,0.08,0.03,0.01
Global,Sep,1942,0.07,0.18,0.07,0,0.08,0.03,-0.03
Global,Apr,1943,0.08,0.1,0.09,0.01,0.05,0.16,0.11
Global,Aug,1943,0.08,0.1,0.09,0.01,0.05,0.16,0.01
Global,Dec,1943,0.08,0.1,0.09,0.01,0.05,0.16,0.24
Global,Feb,1943,0.08,0.1,0.09,0.01,0.05,0.16,0.17
Global,Jan,1943,0.08,0.1,0.09,0.01,0.05,0.16,-0.01
Global,Jul,1943,0.08,0.1,0.09,0.01,0.05,0.16,0.08
Global,Jun,1943,0.08,0.1,0.09,0.01,0.05,0.16,-0.05
Global,Mar,1943,0.08,0.1,0.09,0.01,0.05,0.16,-0.04
Global,May,1943,0.08,0.1,0.09,0.01,0.05,0.16,0.07
Global,Nov,1943,0.08,0.1,0.09,0.01,0.05,0.16,0.2
Global,Oct,1943,0.08,0.1,0.09,0.01,0.05,0.16,0.23
Global,Sep,1943,0.08,0.1,0.09,0.01,0.05,0.16,0.05
Global,Apr,1944,0.22,0.28,0.2,0.17,0.21,0.22,0.19
Global,Aug,1944,0.22,0.28,0.2,0.17,0.21,0.22,0.18
Global,Dec,1944,0.22,0.28,0.2,0.17,0.21,0.22,0.04
Global,Feb,1944,0.22,0.28,0.2,0.17,0.21,0.22,0.24
Global,Jan,1944,0.22,0.28,0.2,0.17,0.21,0.22,0.36
Global,Jul,1944,0.22,0.28,0.2,0.17,0.21,0.22,0.18
Global,Jun,1944,0.22,0.28,0.2,0.17,0.21,0.22,0.15
Global,Mar,1944,0.22,0.28,0.2,0.17,0.21,0.22,0.26
Global,May,1944,0.22,0.28,0.2,0.17,0.21,0.22,0.19
Global,Nov,1944,0.22,0.28,0.2,0.17,0.21,0.22,0.11
Global,Oct,1944,0.22,0.28,0.2,0.17,0.21,0.22,0.26
Global,Sep,1944,0.22,0.28,0.2,0.17,0.21,0.22,0.28
Global,Apr,1945,0.1,0.05,0.09,0.1,0.1,0.15,0.19
Global,Aug,1945,0.1,0.05,0.09,0.1,0.1,0.15,0.26
Global,Dec,1945,0.1,0.05,0.09,0.1,0.1,0.15,-0.07
Global,Feb,1945,0.1,0.05,0.09,0.1,0.1,0.15,0
Global,Jan,1945,0.1,0.05,0.09,0.1,0.1,0.15,0.1
Global,Jul,1945,0.1,0.05,0.09,0.1,0.1,0.15,0.03
Global,Jun,1945,0.1,0.05,0.09,0.1,0.1,0.15,0
Global,Mar,1945,0.1,0.05,0.09,0.1,0.1,0.15,0.06
Global,May,1945,0.1,0.05,0.09,0.1,0.1,0.15,0.06
Global,Nov,1945,0.1,0.05,0.09,0.1,0.1,0.15,0.07
Global,Oct,1945,0.1,0.05,0.09,0.1,0.1,0.15,0.18
Global,Sep,1945,0.1,0.05,0.09,0.1,0.1,0.15,0.2
Global,Apr,1946,-0.05,0.03,-0.07,-0.18,0,-0.07,0.05
Global,Aug,1946,-0.05,0.03,-0.07,-0.18,0,-0.07,-0.2
Global,Dec,1946,-0.05,0.03,-0.07,-0.18,0,-0.07,-0.31
Global,Feb,1946,-0.05,0.03,-0.07,-0.18,0,-0.07,0.02
Global,Jan,1946,-0.05,0.03,-0.07,-0.18,0,-0.07,0.15
Global,Jul,1946,-0.05,0.03,-0.07,-0.18,0,-0.07,-0.12
Global,Jun,1946,-0.05,0.03,-0.07,-0.18,0,-0.07,-0.21
Global,Mar,1946,-0.05,0.03,-0.07,-0.18,0,-0.07,0.01
Global,May,1946,-0.05,0.03,-0.07,-0.18,0,-0.07,-0.07
Global,Nov,1946,-0.05,0.03,-0.07,-0.18,0,-0.07,-0.05
Global,Oct,1946,-0.05,0.03,-0.07,-0.18,0,-0.07,-0.08
Global,Sep,1946,-0.05,0.03,-0.07,-0.18,0,-0.07,-0.08
Global,Apr,1947,-0.04,-0.15,-0.03,-0.04,0.03,-0.01,0.06
Global,Aug,1947,-0.04,-0.15,-0.03,-0.04,0.03,-0.01,-0.07
Global,Dec,1947,-0.04,-0.15,-0.03,-0.04,0.03,-0.01,-0.13
Global,Feb,1947,-0.04,-0.15,-0.03,-0.04,0.03,-0.01,-0.08
Global,Jan,1947,-0.04,-0.15,-0.03,-0.04,0.03,-0.01,-0.07
Global,Jul,1947,-0.04,-0.15,-0.03,-0.04,0.03,-0.01,-0.04
Global,Jun,1947,-0.04,-0.15,-0.03,-0.04,0.03,-0.01,-0.02
Global,Mar,1947,-0.04,-0.15,-0.03,-0.04,0.03,-0.01,0.06
Global,May,1947,-0.04,-0.15,-0.03,-0.04,0.03,-0.01,-0.02
